id_barang_pemda;kode_barang;nama_barang;no_regristrasi;kode_pemilik;id_ruang_asal;nama_ruang_asal;bidang_ruang_asal;tempat_ruang_asal;id_ruang_sekarang;nama_ruang_sekarang;bidang_ruang_sekarang;tempat_ruang_sekarang;tgl_pembelian;tgl_pembukuan;merk;type;kategori;ukuran_CC;no_pabrik;no_rangka;no_bpkb;bahan;no_mesin;no_polisi;kondisi_barang;masa_manfaat;harga_awal;harga_total;keterangan;foto_barang
13010010012000687;1.3.2.05.003.001.008;Meja Kerja Pegawai Non Struktural;5;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1992-01-30;1992-01-30;;;;;;;;;;;Baik;;1078000;0.00;;
13010010012000696;1.3.2.05.003.001.008;Meja Kerja Pegawai Non Struktural;6;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1992-01-30;1992-01-30;;;;;;;;;;;Baik;;1078000;0.00;;
13010010012000716;1.3.2.05.003.001.008;Meja Kerja Pegawai Non Struktural;7;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;1992-01-30;1992-01-30;;;;;;;;;;;Baik;;3600000;0.00;;
04010100012007410;1.3.2.05.002.004.005;A.C Split;24;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2018-04-13;2018-04-13;;;;;;;;;;;Baik;;4750000;0.00;;
04010100012008050;1.3.2.05.002.004.007;A.C Split;26;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2019-04-09;2019-04-09;;;;;;;;;;;Baik;;5000000;0.00;;
04010100012008052;1.3.2.05.002.004.010;A.C Split;29;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2019-04-09;2019-04-09;;;;;;;;;;;Baik;;5000000;0.00;;
13010010012000782;1.3.2.05.003.001.008;Meja Kerja Pegawai Non Struktural;11;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2002-01-30;2002-01-30;;;;;;;;;;;Baik;;150000;0.00;;
21010010012000813;1.3.2.10.002.003.003;Printer ( Peralatan Personal Komputer );42;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2023-02-20;2023-02-20;;;;;;;;;;;Baik;;3500000;0.00;;
21010010012000817;1.3.2.10.002.003.004;Scanner (Peralatan Personal Komputer);9;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2023-06-13;2023-06-13;;;;;;;;;;;Baik;;6700000;0.00;;
21010010012000840;1.3.2.09.004.004.021;Watch Camera Transmitter;1;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2024-01-16;2024-01-16;;;;;;;;;;;Baik;;9100000;0.00;;
21010010012000837;1.3.2.06.001.002.015;Video Mixer;2;12;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;14;12.11.09.21.01.01.01;Bidang Komunikasi Dan Kehumasan ;Dinkominfotik Kab. Brebes;2024-05-08;2024-05-08;;;;;;;;;;;Baik;;11100000;0.00;;
21010010012000039;1.3.2.05.001.004.001;Lemari Besi/Metal;6;12;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;2350000;0.00;;
21010010012000131;1.3.2.05.002.005.002;Kompor Gas ( Alat Dapur );1;12;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;2017-01-30;2017-01-30;;;;;;;;;;;Baik;;550000;0.00;;
21010010012000132;1.3.2.05.002.005.026;Alat Dapur Lainnya ;1;12;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;20;12.11.09.21.01.01.01;Dapur;Dinkominfotik Kab. Brebes;2017-01-30;2017-01-30;;;;;;;;;;;Baik;;1545000;0.00;;
21010010012000339;1.3.2.10.002.004.001;Server;1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2009-01-30;2009-01-30;;;;;;;;;;;Baik;;24900000;0.00;;
21010010012000340;1.3.2.10.002.004.001;Server;2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;48000000;0.00;;
`21010010012000199;1.3.2.10.001.002.001;P.C Unit;1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;6000000;0.00;;
`21010010012000325;1.3.2.10.002.003.011;DVD Writer;4;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;510000;0.00;;
`21010010012000326;1.3.2.10.002.003.011;DVD Writer;5;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;510000;0.00;;
`21010010012000347;1.3.2.10.002.004.003;Hub;2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;3100000;0.00;;
`21010010012000348;1.3.2.10.002.004.003;Hub;3;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;3100000;0.00;;
`21010010012000363;1.3.2.10.002.004.033;Peralatan jaringan lainnya;1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;1500000;0.00;;
`21010010012000364;1.3.2.10.002.004.033;Peralatan jaringan lainnya;2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;1500000;0.00;;
21010010012000342;1.3.2.10.002.004.001;Server;4;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;89500000;0.00;;
21010010012000185;1.3.2.05.002.006.036;Tangga Alumunium;1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2016-01-30;2016-01-30;;;;;;;;;;;Baik;;3400000;0.00;;
21010010012004491;1.3.2.10.002.004.001;Server;7;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2017-01-30;2017-01-30;;;;;;;;;;;Baik;;29531300;0.00;;
21010010012000345;1.3.2.10.002.004.002;Router;3;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2017-01-30;2017-01-30;;;;;;;;;;;Baik;;42350300;0.00;;
21010010012000492;1.3.2.10.002.004.004;A.C . Split;8;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-05-16;2018-05-16;;;;;;;;;;;Baik;;5825000;0.00;;
21010010012000497;1.3.2.10.002.004.001;Server;8;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-07-07;2018-07-07;;;;;;;;;;;Baik;;52050240;0.00;;
21010010012000572;1.3.2.05.002.001.030;Kursi Rapat;21;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-11-16;2018-11-16;;;;;;;;;;;Baik;;350000;0.00;;
21010010012000612;1.3.2.10.002.004.001;Server;9;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-27;2018-12-27;;;;;;;;;;;Baik;;55000000;0.00;;
21010010012000606;1.3.2.10.002.003.018;Peralatan Personal Komputer lainnya;18;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;37555000;0.00;;
21010010012000622;1.3.2.10.002.003.018;Peralatan Personal Komputer lainnya;20;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;1000000;0.00;;
21010010012000623;1.3.2.10.002.003.018;Peralatan Personal Komputer lainnya;21;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;1000000;0.00;;
21010010012000506;1.3.2.10.002.004.001;Server;10;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;283000000;0.00;;
21010010012000545;1.3.2.10.002.004.002;Router;4;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;37999000;0.00;;
21010010012000508;1.3.2.10.002.004.033;Peralatan Jaringan Lainnya;24;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;Baik;;20150000;0.00;;
21010010012000510;1.3.2.10.002.004.033;Peralatan Jaringan Lainnya;26;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-12-28;2018-12-28;;;;;;;;;;;baik;;34500000;0.00;;
21010010012000628;1.3.2.05.002.004.004;A.C Split;9;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2019-04-26;2019-04-26;;;;;;;;;;;Baik;;4000000;0.00;;
21010010012000674;1.3.2.05.002.004.004;AC. Split;15;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2020-04-09;2020-04-09;;;;;;;;;;;baik;;3582000;0.00;;
21010010012000675;1.3.2.05.002.004.004;AC. Split;16;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2020-04-09;2020-04-09;;;;;;;;;;;Baik;;7164000;0.00;;
21010010012000676;1.3.2.05.002.004.004;AC. Split;17;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2020-04-09;2020-04-09;;;;;;;;;;;Baik;;7164000;0.00;;
21010010012000739;1.3.2.05.002.004.001;Lemari Es;4;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-02-02;2021-02-02;;;;;;;;;;;Baik;;1800000;0.00;;
21010010012000743;1.3.2.05.002.006.037;Kaca Hias;4;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-02-15;2021-02-15;;;;;;;;;;;Baik;;181000;0.00;;
21010010012000717;1.3.2.10.002.004.033;Peralatan Jaringan Lainnnya;36;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-05-03;2021-05-03;;;;;;;;;;;Baik;;7000000;0.00;;
21010010012000718;1.3.2.10.002.004.033;Peralatan Jaringan Lainnnya;37;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-05-03;2021-05-03;;;;;;;;;;;Baik;;21000000;0.00;;
21010010012000755;1.3.2.05.002.001.035;Bangku Tunggu;2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-12-07;2021-12-07;;;;;;;;;;;Baik;;3489000;0.00;;
12010010012001493;1.3.2.05.002.006.018;Unit Power Supply;14;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2018-04-23;2018-04-23;;;;;;;;;;;Baik;;858000;0.00;;
12010010012001230;1.3.2.10.001.001.001;Mainframe (Komputer Jaringan);1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Kurang Baik;;31500000;0.00;;
12010010012001337;1.3.2.10.002.004.001;Server;15;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2016-01-31;2016-01-31;;;;;;;;;;;Baik;;33800000;0.00;;
12010010012001342;1.3.2.10.002.004.033;Peralatan Jaringan Lainnya;38;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Kurang Baik;;15150000;0.00;;
12010010012001554;1.3.2.10.002.004.033;Peralatan Jaringan Lainnya;39;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2019-12-06;2019-12-06;;;;;;;;;;;Baik;;9020000;0.00;;
15010010012001472;1.3.2.10.001.001.001;Mainframe (Komputer Jaringan);2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2019-12-27;2019-12-27;;;;;;;;;;;Baik;;123035000;0.00;;
21010010012000774;1.3.2.10.002.004.001;Server;12;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-09-14;2022-09-14;;;;;;;;;;;Baik;;432000000;0.00;;
04010100012008299;1.3.2.05.002.004.011;A.C Split;30;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2021-08-26;2021-08-26;;;;;;;;;;;Baik;;3200000;0.00;;
21010010012000797;1.3.2.08.004.005.002;Uninterupted Power Supply ( UPS );1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-11-03;2022-11-03;;;;;;;;;;;Baik;;139000000;0.00;;
21010010012000798;1.3.2.10.002.004.001;Server;13;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-11-03;2022-11-03;;;;;;;;;;;Baik;;207250000;0.00;;
21010010012000809;1.3.2.10.002.004.001;Server;14;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-11-03;2022-11-03;;;;;;;;;;;Baik;;207250000;0.00;;
21010010012000804;1.3.2.10.002.003.003;Printer ( Peralatan Personal Komputer );40;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-11-09;2022-11-09;;;;;;;;;;;Baik;;4995000;0.00;;
21010010012000805;1.3.2.10.002.003.003;Printer ( Peralatan Personal Komputer );41;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-11-09;2022-11-09;;;;;;;;;;;Baik;;4995000;0.00;;
21010010012000812;1.3.2.10.002.004.002;Router;6;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-12-12;2022-12-12;;;;;;;;;;;Baik;;92978000;0.00;;
21010010012000811;1.3.2.10.002.004.015;Firewall;1;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2022-12-12;2022-12-12;;;;;;;;;;;Baik;;21907000;0.00;;
21010010012000814;1.3.2.10.002.004.001;Server;16;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2023-02-16;2023-02-16;;;;;;;;;;;Baik;;207250000;0.00;;
21010010012000818;1.3.2.05.002.007.001;Alat Pemadam/Portable;7;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2023-12-01;2023-12-01;;;;;;;;;;;Baik;;1075000;0.00;;
21010010012000819;1.3.2.05.002.007.001;Alat Pemadam/Portable;8;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2023-12-01;2023-12-01;;;;;;;;;;;Baik;;1075000;0.00;;
21010010012000823;1.3.2.10.002.004.001;Server;17;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-02-29;2024-02-29;;;;;;;;;;;Baik;;201000000;0.00;;
21010010012000836;1.3.2.10.002.004.015;Firewall;2;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-03-22;2024-03-22;;;;;;;;;;;Baik;;339000000;0.00;;
21010010012000832;1.3.2.10.002.001.012;Hard Disk;25;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-03-25;2024-03-25;;;;;;;;;;;Baik;;10700000;0.00;;
21010010012000833;1.3.2.10.002.001.012;Hard Disk;26;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-03-25;2024-03-25;;;;;;;;;;;Baik;;10700000;0.00;;
21010010012000834;1.3.2.10.002.001.012;Hard Disk;27;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-03-25;2024-03-25;;;;;;;;;;;Baik;;10700000;0.00;;
21010010012000835;1.3.2.10.002.001.012;Hard Disk;28;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-03-25;2024-03-25;;;;;;;;;;;Baik;;10700000;0.00;;
21010010012000838;1.3.2.10.002.004.001;Server;18;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-05-02;2024-05-02;;;;;;;;;;;Baik;;221000000;0.00;;
21010010012000842;1.3.2.10.002.004.002;Router;7;12;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;belum07;12.11.09.21.01.01.01;Data Centre;Dinkominfotik Kab. Brebes;2024-07-08;2024-07-08;;;;;;;;;;;Baik;;49000000;0.00;;
21010010012000030;1.3.2.05.001.003.013;Mesin Perekam Stensil Folio;1;12;belum18;;Depan Kantor Dinpermades ;Kantor Dinpermades;belum18;;Depan Kantor Dinpermades ;Kantor Dinpermades;2010-01-30;2010-01-30;;;;;;;;;;;Baik;;46225000;0.00;;
21010010012000197;1.3.2.10.001.001.004;Internet;4;12;belum08;;Desa Jagalempeni;Desa Jagalempeni;belum08;;Desa Jagalempeni;Desa Jagalempeni;2017-01-30;2017-01-30;;;;;;;;;;;Baik;;12820500;0.00;;
21010010012000036;1.3.2.05.001.004.001;Lemari Besi/Metal;3;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;2350000;0.00;;
21010010012000073;1.3.2.05.002.001.003;Kursi Besi/Metal;1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;100000;0.00;;
21010010012000074;1.3.2.05.002.001.003;Kursi Besi/Metal;2;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2008-01-30;2008-01-30;;;;;;;;;;;Baik;;100000;0.00;;
21010010012000346;1.3.2.10.002.004.003;Hub;1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2010-01-30;2010-01-30;;;;;;;;;;;Rusak Berat;;4628000;0.00;;
`21010010012000187;1.3.2.05.002.006.048;Handy Cam;1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Kurang Baik;;7650000;0.00;;
`21010010012000420;1.3.2.06.001.001.055;Battery Charger ( Peralatan Studio Audio );1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Kurang Baik;;1265000;0.00;;
`21010010012000423;1.3.2.06.001.001.059;Power Ampilifier ;1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2011-01-30;2011-01-30;;;;;;;;;;;Baik;;2200000;0.00;;
21010010012000063;1.3.2.05.001.005.023;Overhead Projector;5;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;750000;0.00;;
21010010012000359;1.3.2.10.002.004.004;Modem;1;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;500000;0.00;;
21010010012000360;1.3.2.10.002.004.004;Modem;2;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;500000;0.00;;
21010010012000361;1.3.2.10.002.004.004;Modem;3;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;500000;0.00;;
21010010012000362;1.3.2.10.002.004.004;Modem;4;12;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;belum09;12.11.09.21.01.01.01;Gudang;Dinkominfotik Kab. Brebes;2013-01-30;2013-01-30;;;;;;;;;;;Baik;;500000;0.00;;
